avg,date,type
8778.413138,2020-05-22,武汉
9093.413138,2020-05-23,武汉
9143.413138,2020-05-24,武汉
9448.413138,2020-05-25,武汉
9508.413138,2020-05-26,武汉
9225.413138,2020-05-27,武汉
9402.413138,2020-05-28,武汉
9294.413138,2020-05-29,武汉
9634.413138,2020-05-30,武汉
9979.413138,2020-05-31,武汉
9813.413138,2020-06-01,武汉
9721.413138,2020-06-02,武汉
9467.413138,2020-06-03,武汉
9182.413138,2020-06-04,武汉
9501.413138,2020-06-05,武汉
9351.413138,2020-06-06,武汉
9380.413138,2020-06-07,武汉
9458.413138,2020-06-08,武汉
9421.413138,2020-06-09,武汉
9152.413138,2020-06-10,武汉
9225.413138,2020-06-11,武汉
9127.413138,2020-06-12,武汉
9419.413138,2020-06-13,武汉
9455.413138,2020-06-14,武汉
9320.413138,2020-06-15,武汉
9512.413138,2020-06-16,武汉
9626.413138,2020-06-17,武汉
9837.413138,2020-06-18,武汉
9788.413138,2020-06-19,武汉
9616.413138,2020-06-20,武汉
9569.413138,2020-06-21,武汉
9764.413138,2020-06-22,武汉
9754.413138,2020-06-23,武汉
9561.413138,2020-06-24,武汉
9356.413138,2020-06-25,武汉
9359.413138,2020-06-26,武汉
9371.413138,2020-06-27,武汉
9553.413138,2020-06-28,武汉
9458.413138,2020-06-29,武汉
9687.413138,2020-06-30,武汉
9981.413138,2020-07-01,武汉
10206.413138,2020-07-02,武汉
10017.413138,2020-07-03,武汉
10246.413138,2020-07-04,武汉
10037.413138,2020-07-05,武汉
9831.413138,2020-07-06,武汉
10038.413138,2020-07-07,武汉
10343.413138,2020-07-08,武汉
8860.607874,2020-05-08,西安
8782.607874,2020-05-09,西安
8827.607874,2020-05-10,西安
8708.607874,2020-05-11,西安
8752.607874,2020-05-12,西安
8623.607874,2020-05-13,西安
8321.607874,2020-05-14,西安
8620.607874,2020-05-15,西安
8802.607874,2020-05-16,西安
8944.607874,2020-05-17,西安
9138.607874,2020-05-18,西安
9329.607874,2020-05-19,西安
9262.607874,2020-05-20,西安
9027.607874,2020-05-21,西安
9350.607874,2020-05-22,西安
9458.607874,2020-05-23,西安
9609.607874,2020-05-24,西安
9936.607874,2020-05-25,西安
9724.607874,2020-05-26,西安
9447.607874,2020-05-27,西安
9594.607874,2020-05-28,西安
9358.607874,2020-05-29,西安
9311.607874,2020-05-30,西安
9488.607874,2020-05-31,西安
9358.607874,2020-06-01,西安
9588.607874,2020-06-02,西安
9687.607874,2020-06-03,西安
9941.607874,2020-06-04,西安
9981.607874,2020-06-05,西安
9720.607874,2020-06-06,西安
9755.607874,2020-06-07,西安
9801.607874,2020-06-08,西安
10016.607874,2020-06-09,西安
9777.607874,2020-06-10,西安
9659.607874,2020-06-11,西安
9579.607874,2020-06-12,西安
9916.607874,2020-06-13,西安
9707.607874,2020-06-14,西安
9775.607874,2020-06-15,西安
10008.607874,2020-06-16,西安
9870.607874,2020-06-17,西安
10076.607874,2020-06-18,西安
9817.607874,2020-06-19,西安
10002.607874,2020-06-20,西安
10343.607874,2020-06-21,西安
10091.607874,2020-06-22,西安
10409.607874,2020-06-23,西安
10584.607874,2020-06-24,西安
10298.607874,2020-06-25,西安
10113.607874,2020-06-26,西安
10413.607874,2020-06-27,西安
10143.607874,2020-06-28,西安
10262.607874,2020-06-29,西安
10591.607874,2020-06-30,西安
10419.607874,2020-07-01,西安
10613.607874,2020-07-02,西安
10800.607874,2020-07-03,西安
11105.607874,2020-07-04,西安
11030.607874,2020-07-05,西安
11070.607874,2020-07-06,西安
11055.607874,2020-07-07,西安
11271.607874,2020-07-08,西安
9023.783969,2020-05-08,成都
9356.783969,2020-05-09,成都
9679.783969,2020-05-10,成都
9997.783969,2020-05-11,成都
10202.783969,2020-05-12,成都
10163.783969,2020-05-13,成都
10197.783969,2020-05-14,成都
10293.783969,2020-05-15,成都
10311.783969,2020-05-16,成都
10146.783969,2020-05-17,成都
10372.783969,2020-05-18,成都
10521.783969,2020-05-19,成都
10465.783969,2020-05-20,成都
10432.783969,2020-05-21,成都
10421.783969,2020-05-22,成都
10325.783969,2020-05-23,成都
10241.783969,2020-05-24,成都
9946.783969,2020-05-25,成都
9764.783969,2020-05-26,成都
9720.783969,2020-05-27,成都
9721.783969,2020-05-28,成都
9572.783969,2020-05-29,成都
9578.783969,2020-05-30,成都
9332.783969,2020-05-31,成都
9292.783969,2020-06-01,成都
9073.783969,2020-06-02,成都
8951.783969,2020-06-03,成都
9149.783969,2020-06-04,成都
9138.783969,2020-06-05,成都
9461.783969,2020-06-06,成都
9628.783969,2020-06-07,成都
9917.783969,2020-06-08,成都
10242.783969,2020-06-09,成都
10084.783969,2020-06-10,成都
10216.783969,2020-06-11,成都
10130.783969,2020-06-12,成都
10225.783969,2020-06-13,成都
10135.783969,2020-06-14,成都
10485.783969,2020-06-15,成都
10415.783969,2020-06-16,成都
10641.783969,2020-06-17,成都
10621.783969,2020-06-18,成都
10719.783969,2020-06-19,成都
10717.783969,2020-06-20,成都
10772.783969,2020-06-21,成都
10770.783969,2020-06-22,成都
10470.783969,2020-06-23,成都
10185.783969,2020-06-24,成都
10365.783969,2020-06-25,成都
10674.783969,2020-06-26,成都
10704.783969,2020-06-27,成都
10899.783969,2020-06-28,成都
10649.783969,2020-06-29,成都
10725.783969,2020-06-30,成都
10728.783969,2020-07-01,成都
10791.783969,2020-07-02,成都
10719.783969,2020-07-03,成都
10817.783969,2020-07-04,成都
10634.783969,2020-07-05,成都
10818.783969,2020-07-06,成都
11080.783969,2020-07-07,成都
11338.783969,2020-07-08,成都
11619.801790000001,2020-05-08,杭州
11820.801790000001,2020-05-09,杭州
11756.801790000001,2020-05-10,杭州
11672.801790000001,2020-05-11,杭州
11773.801790000001,2020-05-12,杭州
11690.801790000001,2020-05-13,杭州
11658.801790000001,2020-05-14,杭州
12057.801790000001,2020-05-15,杭州
12496.801790000001,2020-05-16,杭州
12169.801790000001,2020-05-17,杭州
12532.801790000001,2020-05-18,杭州
12948.801790000001,2020-05-19,杭州
12594.801790000001,2020-05-20,杭州
12861.801790000001,2020-05-21,杭州
12651.801790000001,2020-05-22,杭州
13095.801790000001,2020-05-23,杭州
13442.801790000001,2020-05-24,杭州
13798.801790000001,2020-05-25,杭州
13957.801790000001,2020-05-26,杭州
14124.801790000001,2020-05-27,杭州
13840.801790000001,2020-05-28,杭州
13737.801790000001,2020-05-29,杭州
13575.801790000001,2020-05-30,杭州
13728.801790000001,2020-05-31,杭州
13441.801790000001,2020-06-01,杭州
13199.801790000001,2020-06-02,杭州
12984.801790000001,2020-06-03,杭州
13021.801790000001,2020-06-04,杭州
12984.801790000001,2020-06-05,杭州
13162.801790000001,2020-06-06,杭州
13211.801790000001,2020-06-07,杭州
13548.801790000001,2020-06-08,杭州
13390.801790000001,2020-06-09,杭州
13162.801790000001,2020-06-10,杭州
13547.801790000001,2020-06-11,杭州
13225.801790000001,2020-06-12,杭州
13497.801790000001,2020-06-13,杭州
13536.801790000001,2020-06-14,杭州
13678.801790000001,2020-06-15,杭州
13822.801790000001,2020-06-16,杭州
13497.801790000001,2020-06-17,杭州
13338.801790000001,2020-06-18,杭州
13098.801790000001,2020-06-19,杭州
13066.801790000001,2020-06-20,杭州
12690.801790000001,2020-06-21,杭州
12849.801790000001,2020-06-22,杭州
12795.801790000001,2020-06-23,杭州
13044.801790000001,2020-06-24,杭州
13259.801790000001,2020-06-25,杭州
13208.801790000001,2020-06-26,杭州
13089.801790000001,2020-06-27,杭州
13043.801790000001,2020-06-28,杭州
13023.801790000001,2020-06-29,杭州
13068.801790000001,2020-06-30,杭州
13052.801790000001,2020-07-01,杭州
12860.801790000001,2020-07-02,杭州
12897.801790000001,2020-07-03,杭州
12711.801790000001,2020-07-04,杭州
12531.801790000001,2020-07-05,杭州
12962.801790000001,2020-07-06,杭州
12760.801790000001,2020-07-07,杭州
12397.801790000001,2020-07-08,杭州
8315.482523,2020-05-08,合肥
8527.482523,2020-05-09,合肥
8416.482523,2020-05-10,合肥
8680.482523,2020-05-11,合肥
8641.482523,2020-05-12,合肥
8590.482523,2020-05-13,合肥
8445.482523,2020-05-14,合肥
8570.482523,2020-05-15,合肥
8302.482523,2020-05-16,合肥
8384.482523,2020-05-17,合肥
8282.482523,2020-05-18,合肥
8463.482523,2020-05-19,合肥
8191.482523000001,2020-05-20,合肥
8173.482523000001,2020-05-21,合肥
8364.482523,2020-05-22,合肥
8632.482523,2020-05-23,合肥
8669.482523,2020-05-24,合肥
8818.482523,2020-05-25,合肥
8800.482523,2020-05-26,合肥
8827.482523,2020-05-27,合肥
8654.482523,2020-05-28,合肥
8779.482523,2020-05-29,合肥
8781.482523,2020-05-30,合肥
8783.482523,2020-05-31,合肥
8657.482523,2020-06-01,合肥
8517.482523,2020-06-02,合肥
8336.482523,2020-06-03,合肥
8563.482523,2020-06-04,合肥
8472.482523,2020-06-05,合肥
8262.482523,2020-06-06,合肥
8525.482523,2020-06-07,合肥
8259.482523,2020-06-08,合肥
8117.482523000001,2020-06-09,合肥
7991.482523000001,2020-06-10,合肥
7715.482523000001,2020-06-11,合肥
7543.482523000001,2020-06-12,合肥
7602.482523000001,2020-06-13,合肥
7480.482523000001,2020-06-14,合肥
7330.482523000001,2020-06-15,合肥
7072.482523000001,2020-06-16,合肥
6824.482523000001,2020-06-17,合肥
7141.482523000001,2020-06-18,合肥
7410.482523000001,2020-06-19,合肥
7595.482523000001,2020-06-20,合肥
7736.482523000001,2020-06-21,合肥
7662.482523000001,2020-06-22,合肥
7471.482523000001,2020-06-23,合肥
7278.482523000001,2020-06-24,合肥
7577.482523000001,2020-06-25,合肥
7383.482523000001,2020-06-26,合肥
7252.482523000001,2020-06-27,合肥
7004.482523000001,2020-06-28,合肥
6846.482523000001,2020-06-29,合肥
6627.482523000001,2020-06-30,合肥
6422.482523000001,2020-07-01,合肥
6401.482523000001,2020-07-02,合肥
6428.482523000001,2020-07-03,合肥
6313.482523000001,2020-07-04,合肥
6151.482523000001,2020-07-05,合肥
6010.482523000001,2020-07-06,合肥
5822.482523000001,2020-07-07,合肥
6041.482523000001,2020-07-08,合肥
9853.996383,2020-05-08,长沙
9946.996383,2020-05-09,长沙
10098.996383,2020-05-10,长沙
10164.996383,2020-05-11,长沙
10175.996383,2020-05-12,长沙
10390.996383,2020-05-13,长沙
10346.996383,2020-05-14,长沙
10585.996383,2020-05-15,长沙
10793.996383,2020-05-16,长沙
10698.996383,2020-05-17,长沙
10444.996383,2020-05-18,长沙
10315.996383,2020-05-19,长沙
10201.996383,2020-05-20,长沙
10321.996383,2020-05-21,长沙
10542.996383,2020-05-22,长沙
10669.996383,2020-05-23,长沙
10886.996383,2020-05-24,长沙
10616.996383,2020-05-25,长沙
10514.996383,2020-05-26,长沙
10824.996383,2020-05-27,长沙
11059.996383,2020-05-28,长沙
11167.996383,2020-05-29,长沙
11118.996383,2020-05-30,长沙
10940.996383,2020-05-31,长沙
11025.996383,2020-06-01,长沙
10831.996383,2020-06-02,长沙
10800.996383,2020-06-03,长沙
10618.996383,2020-06-04,长沙
10942.996383,2020-06-05,长沙
10993.996383,2020-06-06,长沙
11126.996383,2020-06-07,长沙
11436.996383,2020-06-08,长沙
11567.996383,2020-06-09,长沙
11391.996383,2020-06-10,长沙
11116.996383,2020-06-11,长沙
11151.996383,2020-06-12,长沙
11031.996383,2020-06-13,长沙
10786.996383,2020-06-14,长沙
10836.996383,2020-06-15,长沙
10533.996383,2020-06-16,长沙
10689.996383,2020-06-17,长沙
10883.996383,2020-06-18,长沙
10559.996383,2020-06-19,长沙
10725.996383,2020-06-20,长沙
10571.996383,2020-06-21,长沙
10732.996383,2020-06-22,长沙
11052.996383,2020-06-23,长沙
10995.996383,2020-06-24,长沙
10767.996383,2020-06-25,长沙
10661.996383,2020-06-26,长沙
10505.996383,2020-06-27,长沙
10474.996383,2020-06-28,长沙
10535.996383,2020-06-29,长沙
10844.996383,2020-06-30,长沙
10964.996383,2020-07-01,长沙
11262.996383,2020-07-02,长沙
11025.996383,2020-07-03,长沙
10926.996383,2020-07-04,长沙
11136.996383,2020-07-05,长沙
11269.996383,2020-07-06,长沙
11271.996383,2020-07-07,长沙
11133.996383,2020-07-08,长沙
7595.042785,2020-05-08,昆明
7480.042785,2020-05-09,昆明
7232.042785,2020-05-10,昆明
7267.042785,2020-05-11,昆明
7217.042785,2020-05-12,昆明
7060.042785,2020-05-13,昆明
6840.042785,2020-05-14,昆明
6609.042785,2020-05-15,昆明
6360.042785,2020-05-16,昆明
6645.042785,2020-05-17,昆明
6569.042785,2020-05-18,昆明
6779.042785,2020-05-19,昆明
6990.042785,2020-05-20,昆明
6773.042785,2020-05-21,昆明
6788.042785,2020-05-22,昆明
6725.042785,2020-05-23,昆明
6830.042785,2020-05-24,昆明
6750.042785,2020-05-25,昆明
6760.042785,2020-05-26,昆明
6984.042785,2020-05-27,昆明
6891.042785,2020-05-28,昆明
6630.042785,2020-05-29,昆明
6879.042785,2020-05-30,昆明
6857.042785,2020-05-31,昆明
6849.042785,2020-06-01,昆明
7114.042785,2020-06-02,昆明
6971.042785,2020-06-03,昆明
7263.042785,2020-06-04,昆明
7263.042785,2020-06-05,昆明
7064.042785,2020-06-06,昆明
6993.042785,2020-06-07,昆明
6733.042785,2020-06-08,昆明
6556.042785,2020-06-09,昆明
6499.042785,2020-06-10,昆明
6339.042785,2020-06-11,昆明
6420.042785,2020-06-12,昆明
6308.042785,2020-06-13,昆明
6440.042785,2020-06-14,昆明
6297.042785,2020-06-15,昆明
6423.042785,2020-06-16,昆明
6451.042785,2020-06-17,昆明
6718.042785,2020-06-18,昆明
6737.042785,2020-06-19,昆明
6842.042785,2020-06-20,昆明
6630.042785,2020-06-21,昆明
6466.042785,2020-06-22,昆明
6478.042785,2020-06-23,昆明
6274.042785,2020-06-24,昆明
6150.042785,2020-06-25,昆明
6367.042785,2020-06-26,昆明
6502.042785,2020-06-27,昆明
6540.042785,2020-06-28,昆明
6684.042785,2020-06-29,昆明
6742.042785,2020-06-30,昆明
6664.042785,2020-07-01,昆明
6595.042785,2020-07-02,昆明
6630.042785,2020-07-03,昆明
6807.042785,2020-07-04,昆明
6868.042785,2020-07-05,昆明
7041.042785,2020-07-06,昆明
7090.042785,2020-07-07,昆明
6861.042785,2020-07-08,昆明
8458.729725,2020-05-08,南昌
8681.729725,2020-05-09,南昌
8746.729725,2020-05-10,南昌
8956.729725,2020-05-11,南昌
9279.729725,2020-05-12,南昌
9127.729725,2020-05-13,南昌
9208.729725,2020-05-14,南昌
9103.729725,2020-05-15,南昌
9188.729725,2020-05-16,南昌
9366.729725,2020-05-17,南昌
9502.729725,2020-05-18,南昌
9483.729725,2020-05-19,南昌
9707.729725,2020-05-20,南昌
9746.729725,2020-05-21,南昌
9702.729725,2020-05-22,南昌
9595.729725,2020-05-23,南昌
9833.729725,2020-05-24,南昌
9603.729725,2020-05-25,南昌
9363.729725,2020-05-26,南昌
9300.729725,2020-05-27,南昌
9518.729725,2020-05-28,南昌
9598.729725,2020-05-29,南昌
9676.729725,2020-05-30,南昌
9686.729725,2020-05-31,南昌
9529.729725,2020-06-01,南昌
9625.729725,2020-06-02,南昌
9673.729725,2020-06-03,南昌
9843.729725,2020-06-04,南昌
9946.729725,2020-06-05,南昌
10013.729725,2020-06-06,南昌
9922.729725,2020-06-07,南昌
9820.729725,2020-06-08,南昌
10104.729725,2020-06-09,南昌
9904.729725,2020-06-10,南昌
9623.729725,2020-06-11,南昌
9942.729725,2020-06-12,南昌
10152.729725,2020-06-13,南昌
10261.729725,2020-06-14,南昌
10441.729725,2020-06-15,南昌
10432.729725,2020-06-16,南昌
10334.729725,2020-06-17,南昌
10455.729725,2020-06-18,南昌
10225.729725,2020-06-19,南昌
10506.729725,2020-06-20,南昌
10807.729725,2020-06-21,南昌
11118.729725,2020-06-22,南昌
11222.729725,2020-06-23,南昌
11274.729725,2020-06-24,南昌
10994.729725,2020-06-25,南昌
11202.729725,2020-06-26,南昌
10979.729725,2020-06-27,南昌
10758.729725,2020-06-28,南昌
10574.729725,2020-06-29,南昌
10379.729725,2020-06-30,南昌
10322.729725,2020-07-01,南昌
10623.729725,2020-07-02,南昌
10717.729725,2020-07-03,南昌
10530.729725,2020-07-04,南昌
10443.729725,2020-07-05,南昌
10471.729725,2020-07-06,南昌
10216.729725,2020-07-07,南昌
10071.729725,2020-07-08,南昌
8704.166073,2020-05-08,大连
8768.166073,2020-05-09,大连
8856.166073,2020-05-10,大连
8584.166073,2020-05-11,大连
8920.166073,2020-05-12,大连
8684.166073,2020-05-13,大连
8816.166073,2020-05-14,大连
8545.166073,2020-05-15,大连
8402.166073,2020-05-16,大连
8307.166073,2020-05-17,大连
8629.166073,2020-05-18,大连
8907.166073,2020-05-19,大连
9002.166073,2020-05-20,大连
8714.166073,2020-05-21,大连
8668.166073,2020-05-22,大连
8500.166073,2020-05-23,大连
8226.166073,2020-05-24,大连
8163.166073,2020-05-25,大连
8249.166073,2020-05-26,大连
8298.166073,2020-05-27,大连
8040.166073,2020-05-28,大连
7756.166073,2020-05-29,大连
7984.166073,2020-05-30,大连
7842.166073,2020-05-31,大连
8166.166073,2020-06-01,大连
8041.166073,2020-06-02,大连
8379.166073,2020-06-03,大连
8210.166073,2020-06-04,大连
8498.166073,2020-06-05,大连
8450.166073,2020-06-06,大连
8412.166073,2020-06-07,大连
8398.166073,2020-06-08,大连
8299.166073,2020-06-09,大连
8181.166073,2020-06-10,大连
8201.166073,2020-06-11,大连
8451.166073,2020-06-12,大连
8567.166073,2020-06-13,大连
8813.166073,2020-06-14,大连
9091.166073,2020-06-15,大连
9136.166073,2020-06-16,大连
8970.166073,2020-06-17,大连
9249.166073,2020-06-18,大连
9401.166073,2020-06-19,大连
9310.166073,2020-06-20,大连
9503.166073,2020-06-21,大连
9613.166073,2020-06-22,大连
9324.166073,2020-06-23,大连
9281.166073,2020-06-24,大连
9574.166073,2020-06-25,大连
9527.166073,2020-06-26,大连
9516.166073,2020-06-27,大连
9573.166073,2020-06-28,大连
9370.166073,2020-06-29,大连
9116.166073,2020-06-30,大连
9009.166073,2020-07-01,大连
8925.166073,2020-07-02,大连
8992.166073,2020-07-03,大连
9075.166073,2020-07-04,大连
9400.166073,2020-07-05,大连
9367.166073,2020-07-06,大连
9567.166073,2020-07-07,大连
9479.166073,2020-07-08,大连
9491.568146,2020-05-08,福州
9754.568146,2020-05-09,福州
10090.568146,2020-05-10,福州
9766.568146,2020-05-11,福州
9896.568146,2020-05-12,福州
10182.568146,2020-05-13,福州
10247.568146,2020-05-14,福州
10152.568146,2020-05-15,福州
10458.568146,2020-05-16,福州
10232.568146,2020-05-17,福州
10002.568146,2020-05-18,福州
10036.568146,2020-05-19,福州
9847.568146,2020-05-20,福州
