avg,date,type
187,2020-05-18,深圳
191,2020-05-19,深圳
187,2020-05-20,深圳
180,2020-05-21,深圳
172,2020-05-22,深圳
170,2020-05-23,深圳
171,2020-05-24,深圳
167,2020-05-25,深圳
173,2020-05-26,深圳
182,2020-05-27,深圳
191,2020-05-28,深圳
202,2020-05-29,深圳
210,2020-05-30,深圳
210,2020-05-31,深圳
206,2020-06-01,深圳
216,2020-06-02,深圳
224,2020-06-03,深圳
219,2020-06-04,深圳
215,2020-06-05,深圳
216,2020-06-06,深圳
210,2020-06-07,深圳
211,2020-06-08,深圳
218,2020-06-09,深圳
219,2020-06-10,深圳
213,2020-06-11,深圳
207,2020-06-12,深圳
211,2020-06-13,深圳
217,2020-06-14,深圳
228,2020-06-15,深圳
225,2020-06-16,深圳
222,2020-06-17,深圳
217,2020-06-18,深圳
217,2020-06-19,深圳
227,2020-06-20,深圳
229,2020-06-21,深圳
227,2020-06-22,深圳
231,2020-06-23,深圳
224,2020-06-24,深圳
231,2020-06-25,深圳
223,2020-06-26,深圳
226,2020-06-27,深圳
219,2020-06-28,深圳
213,2020-06-29,深圳
224,2020-06-30,深圳
216,2020-07-01,深圳
220,2020-07-02,深圳
217,2020-07-03,深圳
209,2020-07-04,深圳
213,2020-07-05,深圳
217,2020-07-06,深圳
213,2020-07-07,深圳
220,2020-07-08,深圳
153,2020-05-08,武汉
163,2020-05-09,武汉
171,2020-05-10,武汉
172,2020-05-11,武汉
177,2020-05-12,武汉
178,2020-05-13,武汉
188,2020-05-14,武汉
194,2020-05-15,武汉
204,2020-05-16,武汉
209,2020-05-17,武汉
215,2020-05-18,武汉
221,2020-05-19,武汉
217,2020-05-20,武汉
218,2020-05-21,武汉
213,2020-05-22,武汉
206,2020-05-23,武汉
215,2020-05-24,武汉
207,2020-05-25,武汉
204,2020-05-26,武汉
213,2020-05-27,武汉
208,2020-05-28,武汉
207,2020-05-29,武汉
209,2020-05-30,武汉
205,2020-05-31,武汉
198,2020-06-01,武汉
199,2020-06-02,武汉
193,2020-06-03,武汉
187,2020-06-04,武汉
196,2020-06-05,武汉
203,2020-06-06,武汉
213,2020-06-07,武汉
223,2020-06-08,武汉
222,2020-06-09,武汉
230,2020-06-10,武汉
238,2020-06-11,武汉
230,2020-06-12,武汉
226,2020-06-13,武汉
222,2020-06-14,武汉
222,2020-06-15,武汉
214,2020-06-16,武汉
218,2020-06-17,武汉
219,2020-06-18,武汉
216,2020-06-19,武汉
225,2020-06-20,武汉
226,2020-06-21,武汉
228,2020-06-22,武汉
231,2020-06-23,武汉
233,2020-06-24,武汉
241,2020-06-25,武汉
251,2020-06-26,武汉
246,2020-06-27,武汉
242,2020-06-28,武汉
238,2020-06-29,武汉
232,2020-06-30,武汉
239,2020-07-01,武汉
243,2020-07-02,武汉
249,2020-07-03,武汉
254,2020-07-04,武汉
251,2020-07-05,武汉
248,2020-07-06,武汉
242,2020-07-07,武汉
251,2020-07-08,武汉
139,2020-05-08,西安
138,2020-05-09,西安
142,2020-05-10,西安
146,2020-05-11,西安
147,2020-05-12,西安
153,2020-05-13,西安
158,2020-05-14,西安
159,2020-05-15,西安
152,2020-05-16,西安
147,2020-05-17,西安
156,2020-05-18,西安
152,2020-05-19,西安
149,2020-05-20,西安
155,2020-05-21,西安
160,2020-05-22,西安
159,2020-05-23,西安
167,2020-05-24,西安
172,2020-05-25,西安
179,2020-05-26,西安
184,2020-05-27,西安
186,2020-05-28,西安
181,2020-05-29,西安
190,2020-05-30,西安
191,2020-05-31,西安
194,2020-06-01,西安
194,2020-06-02,西安
194,2020-06-03,西安
189,2020-06-04,西安
196,2020-06-05,西安
194,2020-06-06,西安
200,2020-06-07,西安
205,2020-06-08,西安
211,2020-06-09,西安
204,2020-06-10,西安
202,2020-06-11,西安
198,2020-06-12,西安
206,2020-06-13,西安
199,2020-06-14,西安
207,2020-06-15,西安
215,2020-06-16,西安
211,2020-06-17,西安
219,2020-06-18,西安
222,2020-06-19,西安
221,2020-06-20,西安
217,2020-06-21,西安
218,2020-06-22,西安
217,2020-06-23,西安
213,2020-06-24,西安
208,2020-06-25,西安
208,2020-06-26,西安
207,2020-06-27,西安
202,2020-06-28,西安
201,2020-06-29,西安
203,2020-06-30,西安
199,2020-07-01,西安
193,2020-07-02,西安
202,2020-07-03,西安
203,2020-07-04,西安
196,2020-07-05,西安
192,2020-07-06,西安
191,2020-07-07,西安
185,2020-07-08,西安
132,2020-05-08,成都
139,2020-05-09,成都
138,2020-05-10,成都
134,2020-05-11,成都
134,2020-05-12,成都
142,2020-05-13,成都
139,2020-05-14,成都
135,2020-05-15,成都
133,2020-05-16,成都
137,2020-05-17,成都
139,2020-05-18,成都
145,2020-05-19,成都
139,2020-05-20,成都
135,2020-05-21,成都
137,2020-05-22,成都
141,2020-05-23,成都
138,2020-05-24,成都
135,2020-05-25,成都
140,2020-05-26,成都
144,2020-05-27,成都
149,2020-05-28,成都
151,2020-05-29,成都
152,2020-05-30,成都
158,2020-05-31,成都
160,2020-06-01,成都
166,2020-06-02,成都
166,2020-06-03,成都
167,2020-06-04,成都
163,2020-06-05,成都
170,2020-06-06,成都
168,2020-06-07,成都
167,2020-06-08,成都
173,2020-06-09,成都
182,2020-06-10,成都
187,2020-06-11,成都
184,2020-06-12,成都
180,2020-06-13,成都
187,2020-06-14,成都
184,2020-06-15,成都
185,2020-06-16,成都
189,2020-06-17,成都
194,2020-06-18,成都
197,2020-06-19,成都
199,2020-06-20,成都
192,2020-06-21,成都
199,2020-06-22,成都
192,2020-06-23,成都
193,2020-06-24,成都
186,2020-06-25,成都
189,2020-06-26,成都
195,2020-06-27,成都
202,2020-06-28,成都
207,2020-06-29,成都
206,2020-06-30,成都
202,2020-07-01,成都
204,2020-07-02,成都
207,2020-07-03,成都
201,2020-07-04,成都
202,2020-07-05,成都
207,2020-07-06,成都
203,2020-07-07,成都
203,2020-07-08,成都
122,2020-05-08,杭州
117,2020-05-09,杭州
119,2020-05-10,杭州
119,2020-05-11,杭州
118,2020-05-12,杭州
117,2020-05-13,杭州
118,2020-05-14,杭州
126,2020-05-15,杭州
128,2020-05-16,杭州
127,2020-05-17,杭州
121,2020-05-18,杭州
117,2020-05-19,杭州
112,2020-05-20,杭州
114,2020-05-21,杭州
118,2020-05-22,杭州
122,2020-05-23,杭州
122,2020-05-24,杭州
121,2020-05-25,杭州
125,2020-05-26,杭州
132,2020-05-27,杭州
130,2020-05-28,杭州
127,2020-05-29,杭州
121,2020-05-30,杭州
118,2020-05-31,杭州
126,2020-06-01,杭州
123,2020-06-02,杭州
118,2020-06-03,杭州
126,2020-06-04,杭州
134,2020-06-05,杭州
129,2020-06-06,杭州
123,2020-06-07,杭州
131,2020-06-08,杭州
131,2020-06-09,杭州
128,2020-06-10,杭州
134,2020-06-11,杭州
130,2020-06-12,杭州
129,2020-06-13,杭州
136,2020-06-14,杭州
133,2020-06-15,杭州
136,2020-06-16,杭州
137,2020-06-17,杭州
133,2020-06-18,杭州
141,2020-06-19,杭州
144,2020-06-20,杭州
142,2020-06-21,杭州
142,2020-06-22,杭州
143,2020-06-23,杭州
144,2020-06-24,杭州
138,2020-06-25,杭州
138,2020-06-26,杭州
138,2020-06-27,杭州
137,2020-06-28,杭州
132,2020-06-29,杭州
139,2020-06-30,杭州
145,2020-07-01,杭州
144,2020-07-02,杭州
143,2020-07-03,杭州
140,2020-07-04,杭州
133,2020-07-05,杭州
132,2020-07-06,杭州
134,2020-07-07,杭州
142,2020-07-08,杭州
88,2020-05-08,合肥
92,2020-05-09,合肥
98,2020-05-10,合肥
94,2020-05-11,合肥
98,2020-05-12,合肥
98,2020-05-13,合肥
95,2020-05-14,合肥
97,2020-05-15,合肥
95,2020-05-16,合肥
101,2020-05-17,合肥
106,2020-05-18,合肥
105,2020-05-19,合肥
104,2020-05-20,合肥
110,2020-05-21,合肥
115,2020-05-22,合肥
113,2020-05-23,合肥
119,2020-05-24,合肥
121,2020-05-25,合肥
125,2020-05-26,合肥
129,2020-05-27,合肥
133,2020-05-28,合肥
128,2020-05-29,合肥
133,2020-05-30,合肥
133,2020-05-31,合肥
131,2020-06-01,合肥
134,2020-06-02,合肥
132,2020-06-03,合肥
138,2020-06-04,合肥
136,2020-06-05,合肥
135,2020-06-06,合肥
134,2020-06-07,合肥
132,2020-06-08,合肥
133,2020-06-09,合肥
136,2020-06-10,合肥
141,2020-06-11,合肥
138,2020-06-12,合肥
138,2020-06-13,合肥
138,2020-06-14,合肥
136,2020-06-15,合肥
136,2020-06-16,合肥
132,2020-06-17,合肥
137,2020-06-18,合肥
135,2020-06-19,合肥
132,2020-06-20,合肥
134,2020-06-21,合肥
133,2020-06-22,合肥
139,2020-06-23,合肥
138,2020-06-24,合肥
136,2020-06-25,合肥
140,2020-06-26,合肥
135,2020-06-27,合肥
141,2020-06-28,合肥
147,2020-06-29,合肥
142,2020-06-30,合肥
142,2020-07-01,合肥
145,2020-07-02,合肥
146,2020-07-03,合肥
146,2020-07-04,合肥
151,2020-07-05,合肥
154,2020-07-06,合肥
156,2020-07-07,合肥
152,2020-07-08,合肥
83,2020-05-08,长沙
84,2020-05-09,长沙
87,2020-05-10,长沙
88,2020-05-11,长沙
83,2020-05-12,长沙
84,2020-05-13,长沙
87,2020-05-14,长沙
92,2020-05-15,长沙
92,2020-05-16,长沙
90,2020-05-17,长沙
86,2020-05-18,长沙
89,2020-05-19,长沙
91,2020-05-20,长沙
86,2020-05-21,长沙
91,2020-05-22,长沙
94,2020-05-23,长沙
99,2020-05-24,长沙
98,2020-05-25,长沙
97,2020-05-26,长沙
102,2020-05-27,长沙
105,2020-05-28,长沙
109,2020-05-29,长沙
115,2020-05-30,长沙
116,2020-05-31,长沙
116,2020-06-01,长沙
118,2020-06-02,长沙
115,2020-06-03,长沙
110,2020-06-04,长沙
109,2020-06-05,长沙
111,2020-06-06,长沙
110,2020-06-07,长沙
112,2020-06-08,长沙
107,2020-06-09,长沙
102,2020-06-10,长沙
101,2020-06-11,长沙
97,2020-06-12,长沙
95,2020-06-13,长沙
92,2020-06-14,长沙
98,2020-06-15,长沙
93,2020-06-16,长沙
96,2020-06-17,长沙
95,2020-06-18,长沙
100,2020-06-19,长沙
104,2020-06-20,长沙
108,2020-06-21,长沙
103,2020-06-22,长沙
99,2020-06-23,长沙
105,2020-06-24,长沙
107,2020-06-25,长沙
111,2020-06-26,长沙
115,2020-06-27,长沙
110,2020-06-28,长沙
111,2020-06-29,长沙
117,2020-06-30,长沙
115,2020-07-01,长沙
113,2020-07-02,长沙
110,2020-07-03,长沙
111,2020-07-04,长沙
116,2020-07-05,长沙
122,2020-07-06,长沙
124,2020-07-07,长沙
128,2020-07-08,长沙
80,2020-05-08,昆明
81,2020-05-09,昆明
80,2020-05-10,昆明
85,2020-05-11,昆明
80,2020-05-12,昆明
75,2020-05-13,昆明
70,2020-05-14,昆明
76,2020-05-15,昆明
79,2020-05-16,昆明
78,2020-05-17,昆明
84,2020-05-18,昆明
83,2020-05-19,昆明
86,2020-05-20,昆明
89,2020-05-21,昆明
95,2020-05-22,昆明
92,2020-05-23,昆明
90,2020-05-24,昆明
90,2020-05-25,昆明
94,2020-05-26,昆明
100,2020-05-27,昆明
95,2020-05-28,昆明
95,2020-05-29,昆明
95,2020-05-30,昆明
91,2020-05-31,昆明
86,2020-06-01,昆明
83,2020-06-02,昆明
88,2020-06-03,昆明
87,2020-06-04,昆明
87,2020-06-05,昆明
84,2020-06-06,昆明
79,2020-06-07,昆明
78,2020-06-08,昆明
78,2020-06-09,昆明
80,2020-06-10,昆明
82,2020-06-11,昆明
78,2020-06-12,昆明
74,2020-06-13,昆明
79,2020-06-14,昆明
74,2020-06-15,昆明
72,2020-06-16,昆明
78,2020-06-17,昆明
84,2020-06-18,昆明
88,2020-06-19,昆明
91,2020-06-20,昆明
90,2020-06-21,昆明
88,2020-06-22,昆明
89,2020-06-23,昆明
91,2020-06-24,昆明
89,2020-06-25,昆明
91,2020-06-26,昆明
90,2020-06-27,昆明
90,2020-06-28,昆明
85,2020-06-29,昆明
88,2020-06-30,昆明
93,2020-07-01,昆明
88,2020-07-02,昆明
90,2020-07-03,昆明
95,2020-07-04,昆明
99,2020-07-05,昆明
105,2020-07-06,昆明
109,2020-07-07,昆明
106,2020-07-08,昆明
68,2020-05-08,南昌
66,2020-05-09,南昌
69,2020-05-10,南昌
72,2020-05-11,南昌
77,2020-05-12,南昌
74,2020-05-13,南昌
79,2020-05-14,南昌
79,2020-05-15,南昌
76,2020-05-16,南昌
72,2020-05-17,南昌
76,2020-05-18,南昌
77,2020-05-19,南昌
81,2020-05-20,南昌
77,2020-05-21,南昌
80,2020-05-22,南昌
82,2020-05-23,南昌
86,2020-05-24,南昌
82,2020-05-25,南昌
87,2020-05-26,南昌
85,2020-05-27,南昌
88,2020-05-28,南昌
87,2020-05-29,南昌
91,2020-05-30,南昌
88,2020-05-31,南昌
90,2020-06-01,南昌
94,2020-06-02,南昌
92,2020-06-03,南昌
94,2020-06-04,南昌
96,2020-06-05,南昌
97,2020-06-06,南昌
101,2020-06-07,南昌
100,2020-06-08,南昌
98,2020-06-09,南昌
97,2020-06-10,南昌
95,2020-06-11,南昌
100,2020-06-12,南昌
96,2020-06-13,南昌
99,2020-06-14,南昌
104,2020-06-15,南昌
100,2020-06-16,南昌
104,2020-06-17,南昌
107,2020-06-18,南昌
106,2020-06-19,南昌
109,2020-06-20,南昌
107,2020-06-21,南昌
112,2020-06-22,南昌
116,2020-06-23,南昌
120,2020-06-24,南昌
122,2020-06-25,南昌
118,2020-06-26,南昌
120,2020-06-27,南昌
118,2020-06-28,南昌
115,2020-06-29,南昌
114,2020-06-30,南昌
118,2020-07-01,南昌
114,2020-07-02,南昌
117,2020-07-03,南昌
119,2020-07-04,南昌
123,2020-07-05,南昌
128,2020-07-06,南昌
129,2020-07-07,南昌
127,2020-07-08,南昌
66,2020-05-08,大连
64,2020-05-09,大连
63,2020-05-10,大连
63,2020-05-11,大连
64,2020-05-12,大连
62,2020-05-13,大连
61,2020-05-14,大连
66,2020-05-15,大连
64,2020-05-16,大连
68,2020-05-17,大连
69,2020-05-18,大连
70,2020-05-19,大连
75,2020-05-20,大连
72,2020-05-21,大连
73,2020-05-22,大连
74,2020-05-23,大连
79,2020-05-24,大连
80,2020-05-25,大连
83,2020-05-26,大连
82,2020-05-27,大连
80,2020-05-28,大连
77,2020-05-29,大连
80,2020-05-30,大连
82,2020-05-31,大连
83,2020-06-01,大连
79,2020-06-02,大连
78,2020-06-03,大连
77,2020-06-04,大连
82,2020-06-05,大连
81,2020-06-06,大连
78,2020-06-07,大连
78,2020-06-08,大连
83,2020-06-09,大连
85,2020-06-10,大连
86,2020-06-11,大连
88,2020-06-12,大连
91,2020-06-13,大连
93,2020-06-14,大连
98,2020-06-15,大连
99,2020-06-16,大连
103,2020-06-17,大连
103,2020-06-18,大连
101,2020-06-19,大连
99,2020-06-20,大连
98,2020-06-21,大连
94,2020-06-22,大连
90,2020-06-23,大连
91,2020-06-24,大连
94,2020-06-25,大连
96,2020-06-26,大连
101,2020-06-27,大连
101,2020-06-28,大连
106,2020-06-29,大连
103,2020-06-30,大连
105,2020-07-01,大连
105,2020-07-02,大连
104,2020-07-03,大连
100,2020-07-04,大连
99,2020-07-05,大连
97,2020-07-06,大连
96,2020-07-07,大连
100,2020-07-08,大连
61,2020-05-08,福州
64,2020-05-09,福州
61,2020-05-10,福州
58,2020-05-11,福州
61,2020-05-12,福州
64,2020-05-13,福州
65,2020-05-14,福州
63,2020-05-15,福州
66,2020-05-16,福州
69,2020-05-17,福州
71,2020-05-18,福州
68,2020-05-19,福州
71,2020-05-20,福州
67,2020-05-21,福州
63,2020-05-22,福州
65,2020-05-23,福州
67,2020-05-24,福州
72,2020-05-25,福州
72,2020-05-26,福州
75,2020-05-27,福州
75,2020-05-28,福州
76,2020-05-29,福州
76,2020-05-30,福州
80,2020-05-31,福州
77,2020-06-01,福州
80,2020-06-02,福州
79,2020-06-03,福州
79,2020-06-04,福州
79,2020-06-05,福州
81,2020-06-06,福州
84,2020-06-07,福州
88,2020-06-08,福州
88,2020-06-09,福州
89,2020-06-10,福州
94,2020-06-11,福州
90,2020-06-12,福州
88,2020-06-13,福州
92,2020-06-14,福州
92,2020-06-15,福州
96,2020-06-16,福州
98,2020-06-17,福州
101,2020-06-18,福州
100,2020-06-19,福州
101,2020-06-20,福州
104,2020-06-21,福州
105,2020-06-22,福州
104,2020-06-23,福州
106,2020-06-24,福州
110,2020-06-25,福州
109,2020-06-26,福州
105,2020-06-27,福州
109,2020-06-28,福州
106,2020-06-29,福州
105,2020-06-30,福州
107,2020-07-01,福州
109,2020-07-02,福州
107,2020-07-03,福州
105,2020-07-04,福州
109,2020-07-05,福州
107,2020-07-06,福州
112,2020-07-07,福州
115,2020-07-08,福州
61,2020-05-08,郑州
59,2020-05-09,郑州
61,2020-05-10,郑州
66,2020-05-11,郑州
63,2020-05-12,郑州
59,2020-05-13,郑州
61,2020-05-14,郑州
57,2020-05-15,郑州
58,2020-05-16,郑州
59,2020-05-17,郑州
64,2020-05-18,郑州
64,2020-05-19,郑州
69,2020-05-20,郑州
66,2020-05-21,郑州
70,2020-05-22,郑州
66,2020-05-23,郑州
69,2020-05-24,郑州
65,2020-05-25,郑州
64,2020-05-26,郑州
61,2020-05-27,郑州
61,2020-05-28,郑州
64,2020-05-29,郑州
64,2020-05-30,郑州
64,2020-05-31,郑州
62,2020-06-01,郑州
63,2020-06-02,郑州
61,2020-06-03,郑州
62,2020-06-04,郑州
59,2020-06-05,郑州
55,2020-06-06,郑州
59,2020-06-07,郑州
63,2020-06-08,郑州
67,2020-06-09,郑州
68,2020-06-10,郑州
70,2020-06-11,郑州
73,2020-06-12,郑州
73,2020-06-13,郑州
76,2020-06-14,郑州
75,2020-06-15,郑州
73,2020-06-16,郑州
73,2020-06-17,郑州
70,2020-06-18,郑州
74,2020-06-19,郑州
70,2020-06-20,郑州
67,2020-06-21,郑州
67,2020-06-22,郑州
66,2020-06-23,郑州
70,2020-06-24,郑州
75,2020-06-25,郑州
76,2020-06-26,郑州
79,2020-06-27,郑州
83,2020-06-28,郑州
81,2020-06-29,郑州
81,2020-06-30,郑州
82,2020-07-01,郑州
80,2020-07-02,郑州
80,2020-07-03,郑州
83,2020-07-04,郑州
87,2020-07-05,郑州
83,2020-07-06,郑州
87,2020-07-07,郑州
91,2020-07-08,郑州
59,2020-05-08,青岛
58,2020-05-09,青岛
56,2020-05-10,青岛
61,2020-05-11,青岛
60,2020-05-12,青岛
57,2020-05-13,青岛
55,2020-05-14,青岛
59,2020-05-15,青岛
60,2020-05-16,青岛
65,2020-05-17,青岛
70,2020-05-18,青岛
75,2020-05-19,青岛
77,2020-05-20,青岛
82,2020-05-21,青岛
85,2020-05-22,青岛
85,2020-05-23,青岛
86,2020-05-24,青岛
86,2020-05-25,青岛
88,2020-05-26,青岛
91,2020-05-27,青岛
95,2020-05-28,青岛
100,2020-05-29,青岛
98,2020-05-30,青岛
97,2020-05-31,青岛
96,2020-06-01,青岛
99,2020-06-02,青岛
97,2020-06-03,青岛
100,2020-06-04,青岛
103,2020-06-05,青岛
105,2020-06-06,青岛
107,2020-06-07,青岛
108,2020-06-08,青岛
110,2020-06-09,青岛
107,2020-06-10,青岛
112,2020-06-11,青岛
113,2020-06-12,青岛
113,2020-06-13,青岛
112,2020-06-14,青岛
112,2020-06-15,青岛
112,2020-06-16,青岛
112,2020-06-17,青岛
114,2020-06-18,青岛
115,2020-06-19,青岛
118,2020-06-20,青岛
115,2020-06-21,青岛
119,2020-06-22,青岛
120,2020-06-23,青岛
120,2020-06-24,青岛
119,2020-06-25,青岛
120,2020-06-26,青岛
118,2020-06-27,青岛
117,2020-06-28,青岛
117,2020-06-29,青岛
116,2020-06-30,青岛
115,2020-07-01,青岛
119,2020-07-02,青岛
120,2020-07-03,青岛
117,2020-07-04,青岛
120,2020-07-05,青岛
118,2020-07-06,青岛
117,2020-07-07,青岛
120,2020-07-08,青岛
58,2020-05-08,沈阳
60,2020-05-09,沈阳
65,2020-05-10,沈阳
62,2020-05-11,沈阳
61,2020-05-12,沈阳
59,2020-05-13,沈阳
56,2020-05-14,沈阳
56,2020-05-15,沈阳
60,2020-05-16,沈阳
62,2020-05-17,沈阳
64,2020-05-18,沈阳
66,2020-05-19,沈阳
68,2020-05-20,沈阳
70,2020-05-21,沈阳
72,2020-05-22,沈阳
76,2020-05-23,沈阳
81,2020-05-24,沈阳
80,2020-05-25,沈阳
77,2020-05-26,沈阳
77,2020-05-27,沈阳
80,2020-05-28,沈阳
83,2020-05-29,沈阳
85,2020-05-30,沈阳
83,2020-05-31,沈阳
86,2020-06-01,沈阳
83,2020-06-02,沈阳
84,2020-06-03,沈阳
82,2020-06-04,沈阳
86,2020-06-05,沈阳
83,2020-06-06,沈阳
81,2020-06-07,沈阳
79,2020-06-08,沈阳
83,2020-06-09,沈阳
86,2020-06-10,沈阳
89,2020-06-11,沈阳
92,2020-06-12,沈阳
93,2020-06-13,沈阳
97,2020-06-14,沈阳
97,2020-06-15,沈阳
96,2020-06-16,沈阳
101,2020-06-17,沈阳
99,2020-06-18,沈阳
104,2020-06-19,沈阳
104,2020-06-20,沈阳
103,2020-06-21,沈阳
104,2020-06-22,沈阳
107,2020-06-23,沈阳
106,2020-06-24,沈阳
103,2020-06-25,沈阳
107,2020-06-26,沈阳
104,2020-06-27,沈阳
102,2020-06-28,沈阳
100,2020-06-29,沈阳
100,2020-06-30,沈阳
97,2020-07-01,沈阳
99,2020-07-02,沈阳
103,2020-07-03,沈阳
100,2020-07-04,沈阳
100,2020-07-05,沈阳
99,2020-07-06,沈阳
100,2020-07-07,沈阳
101,2020-07-08,沈阳
58,2020-05-08,济南
55,2020-05-09,济南
60,2020-05-10,济南
65,2020-05-11,济南
68,2020-05-12,济南
69,2020-05-13,济南
68,2020-05-14,济南
70,2020-05-15,济南
71,2020-05-16,济南
73,2020-05-17,济南
78,2020-05-18,济南
76,2020-05-19,济南
81,2020-05-20,济南
85,2020-05-21,济南
89,2020-05-22,济南
91,2020-05-23,济南
90,2020-05-24,济南
95,2020-05-25,济南
97,2020-05-26,济南
102,2020-05-27,济南
104,2020-05-28,济南
103,2020-05-29,济南
102,2020-05-30,济南
107,2020-05-31,济南
108,2020-06-01,济南
108,2020-06-02,济南
113,2020-06-03,济南
116,2020-06-04,济南
121,2020-06-05,济南
121,2020-06-06,济南
124,2020-06-07,济南
126,2020-06-08,济南
125,2020-06-09,济南
122,2020-06-10,济南
119,2020-06-11,济南
121,2020-06-12,济南
121,2020-06-13,济南
123,2020-06-14,济南
121,2020-06-15,济南
118,2020-06-16,济南
116,2020-06-17,济南
116,2020-06-18,济南
121,2020-06-19,济南
118,2020-06-20,济南
123,2020-06-21,济南
124,2020-06-22,济南
123,2020-06-23,济南
127,2020-06-24,济南
125,2020-06-25,济南
130,2020-06-26,济南
127,2020-06-27,济南
128,2020-06-28,济南
130,2020-06-29,济南
128,2020-06-30,济南
